Course.id,Email_address,First_name,Last_name,Marks,grades
DATA200,student106@example.com,Student106,Last106,84,A
DATA300,student107@example.com,Student107,Last107,100,B
DATA200,student108@example.com,Student108,Last108,57,B
DATA200,student109@example.com,Student109,Last109,69,C
DATA300,student110@example.com,Student110,Last110,53,A
DATA400,student111@example.com,Student111,Last111,80,F
DATA300,student112@example.com,Student112,Last112,99,C
DATA400,student113@example.com,Student113,Last113,65,A
DATA300,student114@example.com,Student114,Last114,81,A
DATA200,student115@example.com,Student115,Last115,87,D
DATA300,student116@example.com,Student116,Last116,74,B
DATA400,student117@example.com,Student117,Last117,89,C
DATA300,student118@example.com,Student118,Last118,64,B
DATA400,student119@example.com,Student119,Last119,84,A
DATA300,student120@example.com,Student120,Last120,64,B
DATA300,student121@example.com,Student121,Last121,94,B
DATA400,student122@example.com,Student122,Last122,78,C
DATA400,student123@example.com,Student123,Last123,54,A
DATA300,student124@example.com,Student124,Last124,96,C
DATA400,student125@example.com,Student125,Last125,50,C
DATA300,student126@example.com,Student126,Last126,78,A
DATA300,student127@example.com,Student127,Last127,75,D
DATA400,student128@example.com,Student128,Last128,79,B
DATA300,student129@example.com,Student129,Last129,64,A
DATA300,student130@example.com,Student130,Last130,60,A
DATA200,student131@example.com,Student131,Last131,64,C
DATA300,student132@example.com,Student132,Last132,71,A
DATA400,student133@example.com,Student133,Last133,51,A
DATA200,student134@example.com,Student134,Last134,81,B
DATA300,student135@example.com,Student135,Last135,94,A
DATA400,student136@example.com,Student136,Last136,71,D
DATA400,student137@example.com,Student137,Last137,93,D
DATA400,student138@example.com,Student138,Last138,99,D
DATA300,student139@example.com,Student139,Last139,60,F
DATA300,student140@example.com,Student140,Last140,55,C
DATA200,student141@example.com,Student141,Last141,68,F
DATA200,student142@example.com,Student142,Last142,80,C
DATA300,student143@example.com,Student143,Last143,85,A
DATA200,student144@example.com,Student144,Last144,92,D
DATA400,student145@example.com,Student145,Last145,88,A
DATA400,student146@example.com,Student146,Last146,83,B
DATA300,student147@example.com,Student147,Last147,81,B
DATA300,student148@example.com,Student148,Last148,55,D
DATA300,student149@example.com,Student149,Last149,61,F
DATA200,student150@example.com,Student150,Last150,90,F
DATA400,student151@example.com,Student151,Last151,100,D
DATA400,student152@example.com,Student152,Last152,92,F
DATA400,student153@example.com,Student153,Last153,83,B
DATA300,student154@example.com,Student154,Last154,85,A
DATA200,student155@example.com,Student155,Last155,93,D
DATA200,student156@example.com,Student156,Last156,84,D
DATA200,student157@example.com,Student157,Last157,89,F
DATA400,student158@example.com,Student158,Last158,58,B
DATA400,student159@example.com,Student159,Last159,99,B
DATA300,student160@example.com,Student160,Last160,65,A
DATA300,student161@example.com,Student161,Last161,52,D
DATA400,student162@example.com,Student162,Last162,80,D
DATA400,student163@example.com,Student163,Last163,86,F
DATA200,student164@example.com,Student164,Last164,56,A
DATA300,student165@example.com,Student165,Last165,71,F
DATA400,student166@example.com,Student166,Last166,77,D
DATA400,student167@example.com,Student167,Last167,70,F
DATA300,student168@example.com,Student168,Last168,72,D
DATA200,student169@example.com,Student169,Last169,52,D
DATA400,student170@example.com,Student170,Last170,96,A
DATA200,student171@example.com,Student171,Last171,87,A
DATA200,student172@example.com,Student172,Last172,89,C
DATA200,student173@example.com,Student173,Last173,98,D
DATA200,student174@example.com,Student174,Last174,69,F
DATA200,student175@example.com,Student175,Last175,89,C
DATA300,student176@example.com,Student176,Last176,69,F
DATA400,student177@example.com,Student177,Last177,62,D
DATA300,student178@example.com,Student178,Last178,54,F
DATA300,student179@example.com,Student179,Last179,68,A
DATA400,student180@example.com,Student180,Last180,95,F
DATA300,student181@example.com,Student181,Last181,80,F
DATA400,student182@example.com,Student182,Last182,82,B
DATA300,student183@example.com,Student183,Last183,94,D
DATA200,student184@example.com,Student184,Last184,69,A
DATA200,student185@example.com,Student185,Last185,53,C
DATA300,student186@example.com,Student186,Last186,91,C
DATA300,student187@example.com,Student187,Last187,76,B
DATA200,student188@example.com,Student188,Last188,89,B
DATA400,student189@example.com,Student189,Last189,76,B
DATA200,student190@example.com,Student190,Last190,91,A
DATA300,student191@example.com,Student191,Last191,93,C
DATA400,student192@example.com,Student192,Last192,66,A
DATA300,student193@example.com,Student193,Last193,55,A
DATA400,student194@example.com,Student194,Last194,59,C
DATA200,student195@example.com,Student195,Last195,52,F
DATA400,student196@example.com,Student196,Last196,53,A
DATA200,student197@example.com,Student197,Last197,89,C
DATA300,student198@example.com,Student198,Last198,86,A
DATA300,student199@example.com,Student199,Last199,94,C
DATA400,student200@example.com,Student200,Last200,66,F
DATA400,student201@example.com,Student201,Last201,67,C
DATA400,student202@example.com,Student202,Last202,63,A
DATA400,student203@example.com,Student203,Last203,55,F
DATA300,student204@example.com,Student204,Last204,54,F
DATA200,student205@example.com,Student205,Last205,96,D
DATA400,student206@example.com,Student206,Last206,71,A
DATA400,student207@example.com,Student207,Last207,98,F
DATA400,student208@example.com,Student208,Last208,57,D
DATA200,student209@example.com,Student209,Last209,84,A
DATA300,student210@example.com,Student210,Last210,54,D
DATA200,student211@example.com,Student211,Last211,90,B
DATA200,student212@example.com,Student212,Last212,74,A
DATA400,student213@example.com,Student213,Last213,81,B
DATA200,student214@example.com,Student214,Last214,97,C
DATA300,student215@example.com,Student215,Last215,66,D
DATA300,student216@example.com,Student216,Last216,68,D
DATA200,student217@example.com,Student217,Last217,70,C
DATA400,student218@example.com,Student218,Last218,86,C
DATA200,student219@example.com,Student219,Last219,50,A
DATA300,student220@example.com,Student220,Last220,55,D
DATA400,student221@example.com,Student221,Last221,92,B
DATA300,student222@example.com,Student222,Last222,96,F
DATA200,student223@example.com,Student223,Last223,84,D
DATA300,student224@example.com,Student224,Last224,77,A
DATA400,student225@example.com,Student225,Last225,59,B
DATA200,student226@example.com,Student226,Last226,75,F
DATA400,student227@example.com,Student227,Last227,63,A
DATA400,student228@example.com,Student228,Last228,80,A
DATA200,student229@example.com,Student229,Last229,84,D
DATA400,student230@example.com,Student230,Last230,53,C
DATA400,student231@example.com,Student231,Last231,85,A
DATA200,student232@example.com,Student232,Last232,69,F
DATA300,student233@example.com,Student233,Last233,88,C
DATA400,student234@example.com,Student234,Last234,60,F
DATA400,student235@example.com,Student235,Last235,76,C
DATA200,student236@example.com,Student236,Last236,97,B
DATA300,student237@example.com,Student237,Last237,87,C
DATA300,student238@example.com,Student238,Last238,64,C
DATA400,student239@example.com,Student239,Last239,96,A
DATA300,student240@example.com,Student240,Last240,88,B
DATA300,student241@example.com,Student241,Last241,73,B
DATA400,student242@example.com,Student242,Last242,86,B
DATA300,student243@example.com,Student243,Last243,78,D
DATA400,student244@example.com,Student244,Last244,75,F
DATA300,student245@example.com,Student245,Last245,85,D
DATA200,student246@example.com,Student246,Last246,85,B
DATA200,student247@example.com,Student247,Last247,91,B
DATA400,student248@example.com,Student248,Last248,81,F
DATA200,student249@example.com,Student249,Last249,83,D
DATA200,student250@example.com,Student250,Last250,80,B
DATA300,student251@example.com,Student251,Last251,87,B
DATA400,student252@example.com,Student252,Last252,80,B
DATA400,student253@example.com,Student253,Last253,73,A
DATA300,student254@example.com,Student254,Last254,58,A
DATA400,student255@example.com,Student255,Last255,86,B
DATA400,student256@example.com,Student256,Last256,74,F
DATA200,student257@example.com,Student257,Last257,58,B
DATA300,student258@example.com,Student258,Last258,54,B
DATA300,student259@example.com,Student259,Last259,52,D
DATA200,student260@example.com,Student260,Last260,68,A
DATA200,student261@example.com,Student261,Last261,54,F
DATA400,student262@example.com,Student262,Last262,83,F
DATA400,student263@example.com,Student263,Last263,99,D
DATA400,student264@example.com,Student264,Last264,58,B
DATA400,student265@example.com,Student265,Last265,98,D
DATA400,student266@example.com,Student266,Last266,73,D
DATA300,student267@example.com,Student267,Last267,84,D
DATA200,student268@example.com,Student268,Last268,69,D
DATA200,student269@example.com,Student269,Last269,63,B
DATA300,student270@example.com,Student270,Last270,68,F
DATA400,student271@example.com,Student271,Last271,99,C
DATA300,student272@example.com,Student272,Last272,97,A
DATA200,student273@example.com,Student273,Last273,98,A
DATA400,student274@example.com,Student274,Last274,78,D
DATA400,student275@example.com,Student275,Last275,89,F
DATA400,student276@example.com,Student276,Last276,81,A
DATA300,student277@example.com,Student277,Last277,60,D
DATA200,student278@example.com,Student278,Last278,85,A
DATA400,student279@example.com,Student279,Last279,84,B
DATA200,student280@example.com,Student280,Last280,69,A
DATA200,student281@example.com,Student281,Last281,60,A
DATA300,student282@example.com,Student282,Last282,67,F
DATA400,student283@example.com,Student283,Last283,95,F
DATA200,student284@example.com,Student284,Last284,56,C
DATA400,student285@example.com,Student285,Last285,74,B
DATA300,student286@example.com,Student286,Last286,94,D
DATA400,student287@example.com,Student287,Last287,76,D
DATA200,student288@example.com,Student288,Last288,100,D
DATA400,student289@example.com,Student289,Last289,55,D
DATA200,student290@example.com,Student290,Last290,90,C
DATA300,student291@example.com,Student291,Last291,90,F
DATA200,student292@example.com,Student292,Last292,66,F
DATA300,student293@example.com,Student293,Last293,69,A
DATA400,student294@example.com,Student294,Last294,56,A
DATA300,student295@example.com,Student295,Last295,78,B
DATA300,student296@example.com,Student296,Last296,57,B
DATA200,student297@example.com,Student297,Last297,51,D
DATA400,student298@example.com,Student298,Last298,92,D
DATA200,student299@example.com,Student299,Last299,57,C
DATA300,student300@example.com,Student300,Last300,75,A
DATA400,student301@example.com,Student301,Last301,61,C
DATA400,student302@example.com,Student302,Last302,63,D
DATA400,student303@example.com,Student303,Last303,58,C
DATA400,student304@example.com,Student304,Last304,97,B
DATA200,student305@example.com,Student305,Last305,51,D
DATA200,student306@example.com,Student306,Last306,84,D
DATA400,student307@example.com,Student307,Last307,95,F
DATA400,student308@example.com,Student308,Last308,99,C
DATA400,student309@example.com,Student309,Last309,93,A
DATA200,student310@example.com,Student310,Last310,97,D
DATA300,student311@example.com,Student311,Last311,92,D
DATA300,student312@example.com,Student312,Last312,76,C
DATA300,student313@example.com,Student313,Last313,94,F
DATA300,student314@example.com,Student314,Last314,52,C
DATA200,student315@example.com,Student315,Last315,88,F
DATA200,student316@example.com,Student316,Last316,65,F
DATA300,student317@example.com,Student317,Last317,68,B
DATA400,student318@example.com,Student318,Last318,52,B
DATA200,student319@example.com,Student319,Last319,68,F
DATA300,student320@example.com,Student320,Last320,63,D
DATA200,student321@example.com,Student321,Last321,94,D
DATA300,student322@example.com,Student322,Last322,94,B
DATA300,student323@example.com,Student323,Last323,96,D
DATA400,student324@example.com,Student324,Last324,83,C
DATA200,student325@example.com,Student325,Last325,53,B
DATA300,student326@example.com,Student326,Last326,72,D
DATA400,student327@example.com,Student327,Last327,78,F
DATA400,student328@example.com,Student328,Last328,93,C
DATA400,student329@example.com,Student329,Last329,53,A
DATA300,student330@example.com,Student330,Last330,66,D
DATA200,student331@example.com,Student331,Last331,62,D
DATA400,student332@example.com,Student332,Last332,87,F
DATA400,student333@example.com,Student333,Last333,90,C
DATA400,student334@example.com,Student334,Last334,68,D
DATA200,student335@example.com,Student335,Last335,76,B
DATA400,student336@example.com,Student336,Last336,96,F
DATA200,student337@example.com,Student337,Last337,51,B
DATA200,student338@example.com,Student338,Last338,74,D
DATA400,student339@example.com,Student339,Last339,94,A
DATA200,student340@example.com,Student340,Last340,71,B
DATA200,student341@example.com,Student341,Last341,89,F
DATA300,student342@example.com,Student342,Last342,79,D
DATA400,student343@example.com,Student343,Last343,81,D
DATA300,student344@example.com,Student344,Last344,52,D
DATA200,student345@example.com,Student345,Last345,61,B
DATA200,student346@example.com,Student346,Last346,50,A
DATA200,student347@example.com,Student347,Last347,58,C
DATA200,student348@example.com,Student348,Last348,59,A
DATA400,student349@example.com,Student349,Last349,57,A
DATA400,student350@example.com,Student350,Last350,95,C
DATA300,student351@example.com,Student351,Last351,66,C
DATA200,student352@example.com,Student352,Last352,88,F
DATA300,student353@example.com,Student353,Last353,84,D
DATA300,student354@example.com,Student354,Last354,75,A
DATA400,student355@example.com,Student355,Last355,52,B
DATA300,student356@example.com,Student356,Last356,62,C
DATA300,student357@example.com,Student357,Last357,79,D
DATA200,student358@example.com,Student358,Last358,56,C
DATA200,student359@example.com,Student359,Last359,94,D
DATA300,student360@example.com,Student360,Last360,98,D
DATA300,student361@example.com,Student361,Last361,90,B
DATA400,student362@example.com,Student362,Last362,89,B
DATA300,student363@example.com,Student363,Last363,68,F
DATA400,student364@example.com,Student364,Last364,66,A
DATA300,student365@example.com,Student365,Last365,91,C
DATA300,student366@example.com,Student366,Last366,69,F
DATA300,student367@example.com,Student367,Last367,60,B
DATA400,student368@example.com,Student368,Last368,86,B
DATA200,student369@example.com,Student369,Last369,94,C
DATA300,student370@example.com,Student370,Last370,97,B
DATA200,student371@example.com,Student371,Last371,69,F
DATA300,student372@example.com,Student372,Last372,62,A
DATA400,student373@example.com,Student373,Last373,97,F
DATA300,student374@example.com,Student374,Last374,68,C
DATA400,student375@example.com,Student375,Last375,76,B
DATA200,student376@example.com,Student376,Last376,93,B
DATA300,student377@example.com,Student377,Last377,66,F
DATA400,student378@example.com,Student378,Last378,83,F
DATA200,student379@example.com,Student379,Last379,100,F
DATA400,student380@example.com,Student380,Last380,57,C
DATA200,student381@example.com,Student381,Last381,92,F
DATA300,student382@example.com,Student382,Last382,82,F
DATA400,student383@example.com,Student383,Last383,68,D
DATA200,student384@example.com,Student384,Last384,52,F
DATA200,student385@example.com,Student385,Last385,55,A
DATA400,student386@example.com,Student386,Last386,68,B
DATA200,student387@example.com,Student387,Last387,73,D
DATA200,student388@example.com,Student388,Last388,98,C
DATA400,student389@example.com,Student389,Last389,97,D
DATA300,student390@example.com,Student390,Last390,70,D
DATA400,student391@example.com,Student391,Last391,71,F
DATA200,student392@example.com,Student392,Last392,55,F
DATA200,student393@example.com,Student393,Last393,84,A
DATA200,student394@example.com,Student394,Last394,69,B
DATA200,student395@example.com,Student395,Last395,79,C
DATA200,student396@example.com,Student396,Last396,52,D
DATA200,student397@example.com,Student397,Last397,86,F
DATA200,student398@example.com,Student398,Last398,99,F
DATA200,student399@example.com,Student399,Last399,83,F
DATA400,student400@example.com,Student400,Last400,71,F
DATA300,student401@example.com,Student401,Last401,87,C
DATA300,student402@example.com,Student402,Last402,67,A
DATA200,student403@example.com,Student403,Last403,67,A
DATA400,student404@example.com,Student404,Last404,91,C
DATA300,student405@example.com,Student405,Last405,92,B
DATA300,student406@example.com,Student406,Last406,53,B
DATA300,student407@example.com,Student407,Last407,97,F
DATA300,student408@example.com,Student408,Last408,100,A
DATA200,student409@example.com,Student409,Last409,66,A
DATA200,student410@example.com,Student410,Last410,89,D
DATA200,student411@example.com,Student411,Last411,99,D
DATA400,student412@example.com,Student412,Last412,92,C
DATA300,student413@example.com,Student413,Last413,69,D
DATA400,student414@example.com,Student414,Last414,71,C
DATA200,student415@example.com,Student415,Last415,60,A
DATA400,student416@example.com,Student416,Last416,94,A
DATA400,student417@example.com,Student417,Last417,77,A
DATA400,student418@example.com,Student418,Last418,64,F
DATA400,student419@example.com,Student419,Last419,65,B
DATA400,student420@example.com,Student420,Last420,89,A
DATA200,student421@example.com,Student421,Last421,63,A
DATA200,student422@example.com,Student422,Last422,63,C
DATA300,student423@example.com,Student423,Last423,97,A
DATA300,student424@example.com,Student424,Last424,69,A
DATA300,student425@example.com,Student425,Last425,62,D
DATA300,student426@example.com,Student426,Last426,63,A
DATA300,student427@example.com,Student427,Last427,91,B
DATA400,student428@example.com,Student428,Last428,80,B
DATA200,student429@example.com,Student429,Last429,100,B
DATA200,student430@example.com,Student430,Last430,54,C
DATA400,student431@example.com,Student431,Last431,81,D
DATA300,student432@example.com,Student432,Last432,67,F
DATA200,student433@example.com,Student433,Last433,81,D
DATA200,student434@example.com,Student434,Last434,80,B
DATA200,student435@example.com,Student435,Last435,95,A
DATA300,student436@example.com,Student436,Last436,83,C
DATA400,student437@example.com,Student437,Last437,63,A
DATA400,student438@example.com,Student438,Last438,51,D
DATA400,student439@example.com,Student439,Last439,93,F
DATA300,student440@example.com,Student440,Last440,55,D
DATA400,student441@example.com,Student441,Last441,83,D
DATA300,student442@example.com,Student442,Last442,73,F
DATA300,student443@example.com,Student443,Last443,82,B
DATA200,student444@example.com,Student444,Last444,90,C
DATA200,student445@example.com,Student445,Last445,87,B
DATA300,student446@example.com,Student446,Last446,80,C
DATA200,student447@example.com,Student447,Last447,51,A
DATA400,student448@example.com,Student448,Last448,64,B
DATA300,student449@example.com,Student449,Last449,94,D
DATA200,student450@example.com,Student450,Last450,88,B
DATA300,student451@example.com,Student451,Last451,80,A
DATA400,student452@example.com,Student452,Last452,81,C
DATA300,student453@example.com,Student453,Last453,100,F
DATA400,student454@example.com,Student454,Last454,88,B
DATA200,student455@example.com,Student455,Last455,79,A
DATA300,student456@example.com,Student456,Last456,91,D
DATA200,student457@example.com,Student457,Last457,80,D
DATA200,student458@example.com,Student458,Last458,71,A
DATA200,student459@example.com,Student459,Last459,90,B
DATA400,student460@example.com,Student460,Last460,80,D
DATA300,student461@example.com,Student461,Last461,51,D
DATA300,student462@example.com,Student462,Last462,56,A
DATA400,student463@example.com,Student463,Last463,80,D
DATA200,student464@example.com,Student464,Last464,82,A
DATA200,student465@example.com,Student465,Last465,79,F
DATA200,student466@example.com,Student466,Last466,76,B
DATA300,student467@example.com,Student467,Last467,64,A
DATA400,student468@example.com,Student468,Last468,85,B
DATA200,student469@example.com,Student469,Last469,76,B
DATA300,student470@example.com,Student470,Last470,81,A
DATA300,student471@example.com,Student471,Last471,99,A
DATA200,student472@example.com,Student472,Last472,64,D
DATA400,student473@example.com,Student473,Last473,50,F
DATA400,student474@example.com,Student474,Last474,97,B
DATA400,student475@example.com,Student475,Last475,86,C
DATA200,student476@example.com,Student476,Last476,91,F
DATA400,student477@example.com,Student477,Last477,69,B
DATA400,student478@example.com,Student478,Last478,79,B
DATA200,student479@example.com,Student479,Last479,65,B
DATA400,student480@example.com,Student480,Last480,89,F
DATA400,student481@example.com,Student481,Last481,97,C
DATA400,student482@example.com,Student482,Last482,85,C
DATA300,student483@example.com,Student483,Last483,62,A
DATA400,student484@example.com,Student484,Last484,62,B
DATA200,student485@example.com,Student485,Last485,74,D
DATA400,student486@example.com,Student486,Last486,91,F
DATA200,student487@example.com,Student487,Last487,100,F
DATA200,student488@example.com,Student488,Last488,97,A
DATA300,student489@example.com,Student489,Last489,87,B
DATA400,student490@example.com,Student490,Last490,67,D
DATA300,student491@example.com,Student491,Last491,72,B
DATA400,student492@example.com,Student492,Last492,73,B
DATA300,student493@example.com,Student493,Last493,77,B
DATA400,student494@example.com,Student494,Last494,50,A
DATA300,student495@example.com,Student495,Last495,64,B
DATA200,student496@example.com,Student496,Last496,67,F
DATA300,student497@example.com,Student497,Last497,85,B
DATA400,student498@example.com,Student498,Last498,83,A
DATA200,student499@example.com,Student499,Last499,67,D
DATA200,student500@example.com,Student500,Last500,64,F
DATA300,student501@example.com,Student501,Last501,77,C
DATA400,student502@example.com,Student502,Last502,78,D
DATA200,student503@example.com,Student503,Last503,63,D
DATA300,student504@example.com,Student504,Last504,86,F
DATA300,student505@example.com,Student505,Last505,70,C
DATA400,student506@example.com,Student506,Last506,64,D
DATA200,student507@example.com,Student507,Last507,59,C
DATA200,student508@example.com,Student508,Last508,90,F
DATA300,student509@example.com,Student509,Last509,97,F
DATA200,student510@example.com,Student510,Last510,88,D
DATA300,student511@example.com,Student511,Last511,74,A
DATA200,student512@example.com,Student512,Last512,80,F
DATA200,student513@example.com,Student513,Last513,50,B
DATA400,student514@example.com,Student514,Last514,60,B
DATA300,student515@example.com,Student515,Last515,56,C
DATA200,student516@example.com,Student516,Last516,68,D
DATA200,student517@example.com,Student517,Last517,77,F
DATA200,student518@example.com,Student518,Last518,58,B
DATA300,student519@example.com,Student519,Last519,94,B
DATA400,student520@example.com,Student520,Last520,87,A
DATA400,student521@example.com,Student521,Last521,74,F
DATA400,student522@example.com,Student522,Last522,54,D
DATA200,student523@example.com,Student523,Last523,52,F
DATA300,student524@example.com,Student524,Last524,72,D
DATA400,student525@example.com,Student525,Last525,62,C
DATA300,student526@example.com,Student526,Last526,78,F
DATA400,student527@example.com,Student527,Last527,83,F
DATA300,student528@example.com,Student528,Last528,58,B
DATA400,student529@example.com,Student529,Last529,78,F
DATA400,student530@example.com,Student530,Last530,84,A
DATA300,student531@example.com,Student531,Last531,55,D
DATA200,student532@example.com,Student532,Last532,95,D
DATA200,student533@example.com,Student533,Last533,50,A
DATA400,student534@example.com,Student534,Last534,61,C
DATA300,student535@example.com,Student535,Last535,88,F
DATA300,student536@example.com,Student536,Last536,69,B
DATA200,student537@example.com,Student537,Last537,63,D
DATA200,student538@example.com,Student538,Last538,51,B
DATA400,student539@example.com,Student539,Last539,91,F
DATA400,student540@example.com,Student540,Last540,57,D
DATA300,student541@example.com,Student541,Last541,72,B
DATA300,student542@example.com,Student542,Last542,69,A
DATA200,student543@example.com,Student543,Last543,65,F
DATA400,student544@example.com,Student544,Last544,56,F
DATA200,student545@example.com,Student545,Last545,89,C
DATA300,student546@example.com,Student546,Last546,74,D
DATA300,student547@example.com,Student547,Last547,97,B
DATA200,student548@example.com,Student548,Last548,70,D
DATA300,student549@example.com,Student549,Last549,57,D
DATA200,student550@example.com,Student550,Last550,57,D
DATA400,student551@example.com,Student551,Last551,53,D
DATA300,student552@example.com,Student552,Last552,76,F
DATA400,student553@example.com,Student553,Last553,59,D
DATA300,student554@example.com,Student554,Last554,78,A
DATA200,student555@example.com,Student555,Last555,76,D
DATA400,student556@example.com,Student556,Last556,58,D
DATA300,student557@example.com,Student557,Last557,70,F
DATA300,student558@example.com,Student558,Last558,61,B
DATA300,student559@example.com,Student559,Last559,87,B
DATA300,student560@example.com,Student560,Last560,95,C
DATA300,student561@example.com,Student561,Last561,59,C
DATA300,student562@example.com,Student562,Last562,69,C
DATA300,student563@example.com,Student563,Last563,56,A
DATA400,student564@example.com,Student564,Last564,66,C
DATA200,student565@example.com,Student565,Last565,91,C
DATA300,student566@example.com,Student566,Last566,88,C
DATA400,student567@example.com,Student567,Last567,50,C
DATA400,student568@example.com,Student568,Last568,71,B
DATA200,student569@example.com,Student569,Last569,64,D
DATA200,student570@example.com,Student570,Last570,74,C
DATA400,student571@example.com,Student571,Last571,63,B
DATA300,student572@example.com,Student572,Last572,89,D
DATA300,student573@example.com,Student573,Last573,86,F
DATA400,student574@example.com,Student574,Last574,87,B
DATA400,student575@example.com,Student575,Last575,91,D
DATA300,student576@example.com,Student576,Last576,63,B
DATA300,student577@example.com,Student577,Last577,80,D
DATA300,student578@example.com,Student578,Last578,61,C
DATA200,student579@example.com,Student579,Last579,84,A
DATA300,student580@example.com,Student580,Last580,98,A
DATA400,student581@example.com,Student581,Last581,100,D
